Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Time,First Touch Price (¢),Permanent Cross Time,Permanent Cross Price (¢),Market Close Time,Betting Window (min),Betting Window (sec),Prediction Correct,Trades Count
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-CRAZ,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,yes,100,2025-10-04T03:01:35.113808Z,98,,,2025-10-04T14:00:00Z,,,CORRECT,156
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-AWAR,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,no,0,2025-10-04T03:31:12.826489Z,98,,,2025-10-04T14:00:00Z,,,WRONG,96
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25OCT03-AI,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on October 3rd?,no,0,2025-10-04T03:49:22.631518Z,97,,,2025-10-04T14:00:00Z,,,WRONG,249
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-VANC,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-25T03:39:19.99911Z,97,2025-09-25T03:39:19.99911Z,97,2025-09-25T14:00:00Z,620.7,37240,CORRECT,35
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-TYLN,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T03:40:25.16061Z,98,,,2025-09-25T14:00:00Z,,,WRONG,144
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-TRMP,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-24T22:16:30.099682Z,90,2025-09-25T03:34:54.524634Z,99,2025-09-25T14:00:00Z,625.1,37505,CORRECT,50
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-TLNT,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-25T03:38:15.512359Z,98,2025-09-25T03:38:15.512359Z,98,2025-09-25T14:00:00Z,621.7,37304,CORRECT,26
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-SRRY,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-24T23:21:02.172098Z,99,2025-09-25T03:48:13.390568Z,94,2025-09-25T14:00:00Z,611.8,36706,CORRECT,54
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-RTNG,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-25T02:06:23.949717Z,96,2025-09-25T03:40:05.772994Z,96,2025-09-25T14:00:00Z,619.9,37194,CORRECT,31
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-MAGA,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T03:35:26.948883Z,98,,,2025-09-25T14:00:00Z,,,WRONG,74
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-FACM,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T04:34:00.164079Z,95,,,2025-09-25T14:00:00Z,,,WRONG,13
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-DISN,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T04:33:21.686187Z,99,,,2025-09-25T14:00:00Z,,,WRONG,16
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-DICT,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T04:36:03.111093Z,96,,,2025-09-25T14:00:00Z,,,WRONG,19
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-DEMC,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T03:07:58.31987Z,99,,,2025-09-25T14:00:00Z,,,WRONG,35
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-COMD,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-25T03:44:43.750513Z,99,2025-09-25T04:29:47.972163Z,99,2025-09-25T14:00:00Z,570.2,34212,CORRECT,72
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-CENS,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T04:39:50.246796Z,97,,,2025-09-25T14:00:00Z,,,WRONG,14
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-ADAM,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-25T04:42:33.300028Z,90,,,2025-09-25T14:00:00Z,,,WRONG,22
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-ACET,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,no,0,2025-09-24T23:18:49.544893Z,99,,,2025-09-25T14:00:00Z,,,WRONG,71
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP24-ABC,What will Jimmy Kimmel say during Jimmy Kimmel Live! starting on September 24th?,yes,100,2025-09-25T03:37:06.0948Z,99,2025-09-25T03:37:06.0948Z,99,2025-09-25T14:00:00Z,622.9,37373,CORRECT,45
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-TRMP,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-23T22:01:57.319606Z,90,2025-09-24T04:00:40.152408Z,99,2025-09-24T13:00:32.140792Z,539.9,32391,CORRECT,774
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-SRRY,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-23T17:38:38.288703Z,90,2025-09-24T03:40:29.241339Z,99,2025-09-24T13:06:37.839247Z,566.1,33968,CORRECT,1000
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-GRAT,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-23T05:58:15.336168Z,90,2025-09-24T03:49:17.367292Z,96,2025-09-24T13:04:30.815488Z,555.2,33313,CORRECT,531
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-FREE,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:07:06.489918Z,90,2025-09-24T03:46:04.044503Z,97,2025-09-24T13:03:34.236342Z,557.5,33450,CORRECT,432
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-FCC,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:25:29.024525Z,95,2025-09-24T03:44:47.614677Z,97,2025-09-24T13:01:53.232014Z,557.1,33425,CORRECT,557
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-DISN,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:47:56.793636Z,94,2025-09-24T03:47:58.515837Z,95,2025-09-24T13:00:59.106378Z,553.0,33180,CORRECT,655
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-COMD,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:43:47.241988Z,90,2025-09-24T03:44:23.228013Z,99,2025-09-24T13:06:18.239095Z,561.9,33715,CORRECT,326
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-COLB,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:08:35.744506Z,98,2025-09-24T03:38:50.636271Z,98,2025-09-24T13:05:49.64299Z,567.0,34019,CORRECT,416
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-CENS,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:44:33.715292Z,90,2025-09-24T03:46:24.058644Z,99,2025-09-24T13:04:58.56736Z,558.6,33514,CORRECT,624
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-CAST,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:41:20.239716Z,90,2025-09-24T04:10:22.009714Z,90,2025-09-24T14:33:41.876249Z,623.3,37399,CORRECT,554
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-CARR,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:18:21.336903Z,97,2025-09-24T03:44:44.514256Z,95,2025-09-24T13:01:32.735099Z,556.8,33408,CORRECT,344
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-CANC,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,no,0,2025-09-24T04:15:39.304368Z,90,,,2025-09-24T13:42:08.750925Z,,,WRONG,670
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-ABC,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-24T03:48:34.288159Z,99,2025-09-24T03:48:34.288159Z,99,2025-09-24T13:04:08.53393Z,555.6,33334,CORRECT,405
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25SEP23-CHAR,What will Jimmy Kimmel say during Jimmy Kimmel Live! on September 23-24?,yes,100,2025-09-23T04:43:32.116004Z,92,2025-09-24T03:42:49.786623Z,97,2025-09-24T12:57:43.056105Z,554.9,33293,CORRECT,770
KXSURVIVORMENTION,Survivor Mention,KXSURVIVORMENTION-25DEC18-TRUS,What will Jeff Probst say during Survivor Season 49 Finale?,no,0,2025-12-18T03:09:06.196796Z,91,,,2025-12-18T15:00:00Z,,,WRONG,372
KXSURVIVORMENTION,Survivor Mention,KXSURVIVORMENTION-25DEC18-TARG,What will Jeff Probst say during Survivor Season 49 Finale?,yes,100,2025-12-18T02:03:45.294586Z,91,2025-12-18T02:10:24.379528Z,92,2025-12-18T15:00:00Z,769.6,46175,CORRECT,224
KXSURVIVORMENTION,Survivor Mention,KXSURVIVORMENTION-25DEC18-REWA,What will Jeff Probst say during Survivor Season 49 Finale?,yes,100,2025-12-15T23:11:38.454669Z,91,2025-12-18T01:18:46.425005Z,93,2025-12-18T15:00:00Z,821.2,49273,CORRECT,110
KXSURVIVORMENTION,Survivor Mention,KXSURVIVORMENTION-25DEC18-PUZZ,What will Jeff Probst say during Survivor Season 49 Finale?,yes,100,2025-12-18T01:17:44.898349Z,90,2025-12-18T01:17:53.818689Z,96,2025-12-18T15:00:00Z,822.1,49326,CORRECT,131
