sub_category,series_ticker,time_bucket,price_bucket,total_markets,wins,losses,accuracy,avg_profit,total_profit,profitable_yes_no,sample_tickers
Sports > Football > NFL,KXNFLPREPACK3ML,3-6h,90-92¢,7,4,3,57.1,-33.86,-237.0,no,KXNFLPREPACK3ML-26JAN17SEASFCHILANEHOU-SEALANE|KXNFLPREPACK3ML-25DEC25KCDENMINDETWASDAL-DENMINDAL|KXNFLPREPACK3ML-25DEC21DALLACMIACINCARTB-DALCINTB|KXNFLPREPACK3ML-25DEC21DENJACDETPITARIATL-JACPITATL|KXNFLPREPACK3ML-25DEC21DENJACDETPITARIATL-JACDETARI
Sports > Esports > Counter-Strike,KXCS2MAP,0-1h,93-95¢,10,7,3,70.0,-24.2,-242.0,no,KXCS2MAP-26FEB11WCPSSNUA-1-WC|KXCS2MAP-26FEB11WCPSSNUA-1-PSSNUA|KXCS2MAP-26FEB11FCBOSS-1-FC|KXCS2MAP-26FEB11OGALL-1-OG|KXCS2MAP-26FEB11ICECS-1-ICE
Sports > Esports > Call of Duty,KXCODGAME,1-3h,90-92¢,6,3,3,50.0,-40.67,-244.0,no,KXCODGAME-26JAN25CRRLAT-CRR|KXCODGAME-26JAN24C9NYRIYF-RIYF|KXCODGAME-26JAN23CRRTEX-TEX|KXCODGAME-26JAN18FAZG2M-FAZ|KXCODGAME-26JAN09CRRMH-MH
Sports > Soccer > Swiss Super League,KXSWISSLEAGUEGAME,0-1h,90-92¢,37,31,6,83.8,-6.62,-245.0,no,KXSWISSLEAGUEGAME-26FEB11LUGSER-TIE|KXSWISSLEAGUEGAME-26FEB10LUZGCZ-LUZ|KXSWISSLEAGUEGAME-26FEB08FCBFCZ-TIE|KXSWISSLEAGUEGAME-26FEB08FCBFCZ-FCB|KXSWISSLEAGUEGAME-26FEB08SERTHU-THU
Sports > Tennis > French Open Men's Singles,KXFOMEN,3-6h,93-95¢,9,6,3,66.7,-27.44,-247.0,no,KXFOMEN-25NORFEA-NOR|KXFOMEN-25SHEGIG-SHE|KXFOMEN-25MEDALT-ALT|KXFOMEN-25HALRUN-HAL|KXFOMEN-25KHAPAU-KHA
Sports > Soccer > Ligue 1,KXLIGUE1TOTAL,1-3h,93-95¢,9,6,3,66.7,-27.56,-248.0,no,KXLIGUE1TOTAL-26FEB07STBFCL-1|KXLIGUE1TOTAL-26FEB06FCMLIL-1|KXLIGUE1TOTAL-26JAN31PAROM-1|KXLIGUE1TOTAL-26JAN31FCLFCN-2|KXLIGUE1TOTAL-26JAN24RENFCL-1
Sports > Basketball > NBA,KXWNBAGAME,0-1h,90-92¢,37,31,6,83.8,-6.7,-248.0,no,KXWNBAGAME-25OCT05PHXLVA-LVA|KXWNBAGAME-25OCT03PHXLVA-LVA|KXWNBAGAME-25SEP30INDLVA-LVA|KXWNBAGAME-25SEP28MINPHX-PHX|KXWNBAGAME-25SEP28MINPHX-MIN
Climate and Weather > Other Weather,KXHMONTHRANGE,24h+,93-95¢,9,6,3,66.7,-27.56,-248.0,no,KXHMONTHRANGE-25OCT-B1.270|KXHMONTHRANGE-25SEP-B1.200|KXHMONTHRANGE-25AUG-B1.065|KXHMONTHRANGE-25JUL-T1.03|KXHMONTHRANGE-25MAY-B1.060
Sports > Basketball > NBA,KXNBA2D,1-3h,90-92¢,6,3,3,50.0,-41.5,-249.0,no,KXNBA2D-26FEB10SASLAL-SASVWEMBANYAMA1|KXNBA2D-26FEB10SASLAL-SASSCASTLE5|KXNBA2D-26FEB09CLEDEN-CLEJHARDEN1|KXNBA2D-26FEB07DALSAS-SASVWEMBANYAMA1|KXNBA2D-26FEB06NYKDET-DETCCUNNINGHAM2
Sports > Football > NFL,KXNFLPREPACKSGP,0-1h,93-95¢,8,5,3,62.5,-31.25,-250.0,no,KXNFLPREPACKSGP-26JAN10GBCHI-GBU46|KXNFLPREPACKSGP-26JAN04DALNYG-NYGU51|KXNFLPREPACKSGP-26JAN04DALNYG-NYGO51|KXNFLPREPACKSGP-26JAN04NOATL-ATLU43|KXNFLPREPACKSGP-25DEC28TBMIA-MIAU46
Sports > MMA > UFC,KXUFCMOF,0-1h,90-92¢,5,2,3,40.0,-50.0,-250.0,no,KXUFCMOF-26JAN31HOOSAI-KOTKODQ|KXUFCMOF-26JAN24NURFIG-KOTKODQ|KXUFCMOF-26JAN24CORLEW-SUB|KXUFCMOF-26JAN24GAEPIM-KOTKODQ|KXUFCMOF-26JAN24GAEPIM-DEC
Sports > Soccer > UEFA Conference League,KXUECLGAME,0-1h,90-92¢,48,41,7,85.4,-5.23,-251.0,no,KXUECLGAME-25DEC18ZRISCR-TIE|KXUECLGAME-25DEC18ZRISCR-SCR|KXUECLGAME-25DEC18SHARIJ-TIE|KXUECLGAME-25DEC18SLOHAC-SLO|KXUECLGAME-25DEC18OMOCZE-CZE
Sports > Hockey > NHL,KXNHLGOAL,1-3h,96-98¢,20,17,3,85.0,-12.6,-252.0,no,KXNHLGOAL-26FEB05FLATB-TBNKUCHEROV86|KXNHLGOAL-26FEB05NSHWSH-WSHTWILSON43|KXNHLGOAL-26FEB05NSHWSH-WSHJCHYCHRUN6|KXNHLGOAL-26FEB05NSHWSH-NSHJMARCHESSAULT81|KXNHLGOAL-26FEB05NYINJ-NYIMBARZAL13
Sports > Soccer > Saudi Pro League,KXSAUDIPLGAME,0-1h,93-95¢,7,4,3,57.1,-36.0,-252.0,no,KXSAUDIPLGAME-26FEB07QADFAT-TIE|KXSAUDIPLGAME-26FEB02AKHCNEO-AKHC|KXSAUDIPLGAME-26JAN29QADHIL-TIE|KXSAUDIPLGAME-26JAN29QADHIL-QAD|KXSAUDIPLGAME-26JAN29FATITJ-ITJ
Sports > Esports > Rainbow Six Siege,KXR6GAME,3-6h,93-95¢,8,5,3,62.5,-31.62,-253.0,no,KXR6GAME-26FEB06FXM80-FX|KXR6GAME-26JAN15FOUEXC-EXC|KXR6GAME-26JAN15E36CAG-CAG|KXR6GAME-26JAN16ELV2GAME-2GAME|KXR6GAME-26JAN10GESHI-SHI
Sports > Esports > Counter-Strike,KXCSGOGAME,1-3h,96-98¢,13,10,3,76.9,-19.46,-253.0,no,KXCSGOGAME-25DEC05TLPSSNUA-PSSNUA|KXCSGOGAME-25DEC04G2PAIN-G2|KXCSGOGAME-25DEC01M80IMP-M80|KXCSGOGAME-25NOV29MIBRPSSNUA-PSSNUA|KXCSGOGAME-25NOV29TYLOONIP-TYLOO
Sports > Football > NFL,KXNFLPASSTDS,3-6h,90-92¢,5,2,3,40.0,-50.6,-253.0,no,KXNFLPASSTDS-26FEB08SEANE-SEASDARNOLD14-1|KXNFLPASSTDS-26JAN18LACHI-LAMSTAFFORD9-2|KXNFLPASSTDS-26JAN17SFSEA-SFBPURDY13-3|KXNFLPASSTDS-26JAN04ARILA-LAMSTAFFORD9-2|KXNFLPASSTDS-26JAN04DETCHI-DETJGOFF16-3
Mentions > Mentions,KXNCAABMENTION,24h+,90-92¢,5,2,3,40.0,-51.0,-255.0,no,KXNCAABMENTION-26FEB10PURNEB-TRAN|KXNCAABMENTION-26FEB10PURNEB-PINN|KXNCAABMENTION-26FEB06CONNSJU-MSG|KXNCAABMENTION-26FEB06CONNSJU-ELBO|KXNCAABMENTION-26FEB01ALAFLA-TRAN
Mentions > Mentions,KXLATENIGHTMENTION,12-24h,90-92¢,15,11,4,73.3,-17.07,-256.0,no,KXLATENIGHTMENTION-26JAN17-WRIT|KXLATENIGHTMENTION-26JAN17-SNL|KXLATENIGHTMENTION-26JAN17-SKIT|KXLATENIGHTMENTION-26JAN17-BOOK|KXLATENIGHTMENTION-26JAN14B-BOST
Sports > Soccer > English Premier League,KXEPLSPREAD,0-1h,90-92¢,5,2,3,40.0,-51.2,-256.0,no,KXEPLSPREAD-26FEB08LFCMCI-MCI1|KXEPLSPREAD-26FEB06LEENFO-LEE2|KXEPLSPREAD-26JAN24MCIWOL-MCI1|KXEPLSPREAD-26JAN25CRYCFC-CFC2|KXEPLSPREAD-26JAN25NEWAVL-AVL1
Sports > Golf > PGA,KXEUROCUPGAME,1-3h,93-95¢,7,4,3,57.1,-36.71,-257.0,no,KXEUROCUPGAME-26FEB04NEPARI-ARI|KXEUROCUPGAME-26JAN28WROTOW-WRO|KXEUROCUPGAME-26JAN28CEOREV-CEO|KXEUROCUPGAME-26JAN07BUDPBC-BUD|KXEUROCUPGAME-26JAN07HAPWRO-HAP
Sports > Esports > Counter-Strike,KXCS2GAME,1-3h,90-92¢,25,20,5,80.0,-10.32,-258.0,no,KXCS2GAME-26FEB11SPOVOC-VOC|KXCS2GAME-26FEB11FCBOSS-BOSS|KXCS2GAME-26FEB10WCFC-WC|KXCS2GAME-26FEB10VOCSKI-VOC|KXCS2GAME-26FEB10SPOPSSNUA-PSSNUA
Sports > Soccer > UEFA Champions League,KXUCLSPREAD,0-1h,93-95¢,7,4,3,57.1,-36.86,-258.0,no,KXUCLSPREAD-26JAN28BARFCC-BAR1|KXUCLSPREAD-26JAN21BMUUSG-BMU2|KXUCLSPREAD-26JAN21CFCPAF-CFC2|KXUCLSPREAD-26JAN21JUVBEN-JUV1|KXUCLSPREAD-26JAN21NEWPSV-NEW1
Sports > Football > NFL,KXNFL2TD,1-3h,90-92¢,4,1,3,25.0,-65.0,-260.0,no,KXNFL2TD-26JAN04MIANE-NERSTEVENSON38|KXNFL2TD-26JAN03CARTB-CARTMCMILLAN4|KXNFL2TD-26JAN03SEASF-SEAZCHARBONNET26|KXNFL2TD-26JAN03SEASF-SEAABARNER88
Sports > Tennis > French Open Men's Singles,KXFOMEN,12-24h,90-92¢,4,1,3,25.0,-65.5,-262.0,no,KXFOMEN-25MUSRUN-MUS|KXFOMEN-25DEBUB-DE|KXFOMEN-25GIGTSI-TSI|KXFOMEN-25SHELAJ-LAJ
Sports > Football > NFL,KXNFLPREPACK3ML,1-3h,90-92¢,4,1,3,25.0,-65.75,-263.0,no,KXNFLPREPACK3ML-26JAN11JACBUFPHISFNELAC-BUFSFNE|KXNFLPREPACK3ML-26JAN03TBCARSFSEAPITBAL-TBSEABAL|KXNFLPREPACK3ML-25DEC21DALLACMIACINCARTB-LACMIATB|KXNFLPREPACK3ML-25DEC21DALLACMIACINCARTB-DALCINCAR
Entertainment > Music charts,KXBILLBOARDRUNNERUPALBUM,24h+,93-95¢,6,3,3,50.0,-44.0,-264.0,no,KXBILLBOARDRUNNERUPALBUM-26FEB14-DEB|KXBILLBOARDRUNNERUPALBUM-26JAN24-IMT|KXBILLBOARDRUNNERUPALBUM-26JAN03-CHR|KXBILLBOARDRUNNERUPALBUM-25DEC27-THE|KXBILLBOARDRUNNERUPALBUM-25DEC13-WIC
Entertainment > Music charts,KXSPOTIFYALBUMW,24h+,90-92¢,4,1,3,25.0,-66.0,-264.0,no,KXSPOTIFYALBUMW-26JAN22-IMT|KXSPOTIFYALBUMW-26JAN01-IMT|KXSPOTIFYALBUMW-25DEC04-THE|KXSPOTIFYALBUMW-25NOV27-THE
Climate and Weather > Other Weather,KXHURCAT,24h+,96-98¢,11,8,3,72.7,-24.09,-265.0,no,KXHURCAT-NESTOR-T3|KXHURCAT-MELISSA-T1|KXHURCAT-ERIN-T2|HURCAT-WILLIAM-T3|HURCAT-KIRK-T3
Mentions > Mentions,KXMRBEASTMENTION,24h+,93-95¢,6,3,3,50.0,-44.33,-266.0,no,KXMRBEASTMENTION-26FEB14-INSA|KXMRBEASTMENTION-25DEC16-INSA|KXMRBEASTMENTION-25NOV30-INSA|KXMRBEASTMENTION-25NOV16-TIM|KXMRBEASTMENTION-25NOV16-MON
Mentions > Mentions,KXVANCEMENTION,6-12h,90-92¢,14,10,4,71.4,-19.0,-266.0,no,KXVANCEMENTION-26JAN09-ILLE|KXVANCEMENTION-26JAN09-FRAU|KXVANCEMENTION-26JAN09-WALZ|KXVANCEMENTION-26JAN09-TARI|KXVANCEMENTION-26JAN09-NATI
Sports > Soccer > Bundesliga,KXBUNDESLIGATOTAL,0-1h,96-98¢,12,9,3,75.0,-22.25,-267.0,no,KXBUNDESLIGATOTAL-26FEB08BMUTSG-3|KXBUNDESLIGATOTAL-26JAN27SVWTSG-1|KXBUNDESLIGATOTAL-26JAN31RBLM05-3|KXBUNDESLIGATOTAL-26JAN31TSGUNI-2|KXBUNDESLIGATOTAL-26JAN25SCFKOE-1
Mentions > Mentions,KXTRUMPMENTION,3-6h,90-92¢,14,10,4,71.4,-19.14,-268.0,no,KXTRUMPMENTION-26FEB11-CRED|KXTRUMPMENTION-26FEB09-DEMO|KXTRUMPMENTION-26FEB09-BIDE|KXTRUMPMENTION-26FEB03-WALZ|KXTRUMPMENTION-26FEB03-SOMA
World > Flight Delays,KXFLIGHTORD,6-12h,93-95¢,6,3,3,50.0,-44.83,-269.0,no,FLIGHTORD-22JUL27-T500|FLIGHTORD-22JUL25-T800|FLIGHTORD-22JUL24-T500|FLIGHTORD-22JUL23-T700|FLIGHTORD-22JUL16-T600
Sports > Esports > Dota 2,KXDOTA2GAME,3-6h,93-95¢,5,2,3,40.0,-54.0,-270.0,no,KXDOTA2GAME-26FEB06MOUZGL-MOUZ|KXDOTA2GAME-26FEB06MOUZGL-GL|KXDOTA2GAME-26JAN30PRBB-BB|KXDOTA2GAME-26JAN29AURBB-BB|KXDOTA2GAME-26JAN28AURPIP-PIP
Sports > Football > NFL,KXNFLPASSTDS,1-3h,96-98¢,10,7,3,70.0,-27.1,-271.0,no,KXNFLPASSTDS-26JAN25LASEA-SEASDARNOLD14-3|KXNFLPASSTDS-26JAN18HOUNE-NEDMAYE10-3|KXNFLPASSTDS-26JAN17BUFDEN-DENBNIX10-3|KXNFLPASSTDS-26JAN17BUFDEN-DENBNIX10-2|KXNFLPASSTDS-26JAN17BUFDEN-BUFJALLEN17-2
Sports > Football > NFL,KXNFLPREPACKSGP,0-1h,96-98¢,9,6,3,66.7,-30.11,-271.0,no,KXNFLPREPACKSGP-26JAN10GBCHI-GBO46|KXNFLPREPACKSGP-26JAN10GBCHI-CHIO46|KXNFLPREPACKSGP-26JAN04BALPIT-PITO40|KXNFLPREPACKSGP-26JAN04GBMIN-MINO36|KXNFLPREPACKSGP-26JAN04CLECIN-CINU44
Sports > Tennis > ATP,KXATPSETWINNER,0-1h,96-98¢,10,7,3,70.0,-27.1,-271.0,no,KXATPSETWINNER-26JAN29DJOSIN-3-SIN|KXATPSETWINNER-26JAN26ZVETIE-1-ZVE|KXATPSETWINNER-26JAN25SHERUU-2-SHE|KXATPSETWINNER-26JAN25SHERUU-1-RUU|KXATPSETWINNER-26JAN24MUSFRI-2-MUS
Sports > Esports > Call of Duty,KXCODGAME,0-1h,90-92¢,25,20,5,80.0,-10.96,-274.0,no,KXCODGAME-26FEB01G2MFAZ-FAZ|KXCODGAME-26FEB01TEXPAR-TEX|KXCODGAME-26JAN31G2MTEX-TEX|KXCODGAME-26JAN30C9NYRIYF-RIYF|KXCODGAME-26JAN31LATPAR-PAR
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME,0-1h,90-92¢,34,28,6,82.4,-8.06,-274.0,no,KXFIBACHAMPLEAGUEGAME-26FEB111300MALWUR-WUR|KXFIBACHAMPLEAGUEGAME-26FEB111400GRCTRI-GRC|KXFIBACHAMPLEAGUEGAME-26FEB111400GSNLMS-GSN|KXFIBACHAMPLEAGUEGAME-26FEB10RYVHAH-RYV|KXFIBACHAMPLEAGUEGAME-26FEB10TOFALBA-ALBA
Mentions > Mentions,KXSNLMENTION,12-24h,90-92¢,14,10,4,71.4,-19.64,-275.0,no,KXSNLMENTION-25DEC21-WICK|KXSNLMENTION-25DEC21-CHRI|KXSNLMENTION-25DEC14-CHRI|KXSNLMENTION-25DEC07-GHOS|KXSNLMENTION-25NOV09-TRUM
Sports > Football > NFL,KXNFLTEAMTOTAL,1-3h,93-95¢,4,1,3,25.0,-69.0,-276.0,no,KXNFLTEAMTOTAL-26FEB08SEANE-SEA22|KXNFLTEAMTOTAL-26JAN18HOUNE-NE31|KXNFLTEAMTOTAL-26JAN18HOUNE-HOU20|KXNFLTEAMTOTAL-26JAN18HOUNE-HOU17
Sports > Esports > Dota 2,KXDOTA2GAME,1-3h,96-98¢,6,3,3,50.0,-46.17,-277.0,no,KXDOTA2GAME-26FEB07XTREMEFLC-XTREME|KXDOTA2GAME-26FEB05RNXXTREME-XTREME|KXDOTA2GAME-26FEB04TUNDRAGL-TUNDRA|KXDOTA2GAME-26FEB04LIQUIDFLC-FLC|KXDOTA2GAME-26FEB01TSAUR-TS
Sports > Other Sports,KXKBLGAME,0-1h,90-92¢,23,18,5,78.3,-12.09,-278.0,no,KXKBLGAME-26FEB100500SAKDAE-DAE|KXKBLGAME-26FEB09THUSON-THU|KXKBLGAME-26FEB09THUSON-SON|KXKBLGAME-26FEB08SAKANY-SAK|KXKBLGAME-26FEB08KNIWON-KNI
Climate and Weather > Other Weather,KXHMONTHRANGE,24h+,96-98¢,7,4,3,57.1,-40.0,-280.0,no,KXHMONTHRANGE-25OCT-B1.200|KXHMONTHRANGE-25AUG-B1.130|KXHMONTHRANGE-25APR-B1.200|KXHMONTHRANGE-25JAN-B1.200|KXHMONTHRANGE-25JAN-B1.130
Sports > Esports > Rainbow Six Siege,KXR6GAME,3-6h,96-98¢,6,3,3,50.0,-46.67,-280.0,no,KXR6GAME-26FEB09SRSSG-SSG|KXR6GAME-26FEB05DKFAZE-FAZE|KXR6GAME-26JAN18LIQUIDELV-LIQUID|KXR6GAME-26JAN18LIQUIDELV-ELV|KXR6GAME-26JAN10STANDBYC9-STANDBY
Economics > Other Economics,KXFEAR,24h+,93-95¢,3,0,3,0.0,-93.67,-281.0,no,KXFEAR-25JUN27-XGREED|KXFEAR-25MAY23-NEUTRAL|KXFEAR-25MAY23-FEAR
Sports > MMA > UFC,KXUFCMOV,24h+,93-95¢,3,0,3,0.0,-94.33,-283.0,no,KXUFCMOV-26JAN24NURFIG-NURSUB|KXUFCMOV-26JAN24NURFIG-NURKOTKODQ|KXUFCMOV-26JAN24SILNAM-NAMKOTKODQ
Sports > Soccer > FA Cup,KXFACUPADVANCE,1-3h,93-95¢,3,0,3,0.0,-94.33,-283.0,no,KXFACUPADVANCE-26JAN11SHUMAT-SHU|KXFACUPADVANCE-26JAN10NEWBOU-BOU|KXFACUPADVANCE-26JAN09WRENFO-NFO
Mentions > Mentions,KXLATENIGHTMENTION,12-24h,96-98¢,5,2,3,40.0,-56.8,-284.0,no,KXLATENIGHTMENTION-26JAN17-MOVI|KXLATENIGHTMENTION-26JAN14-SKAT|KXLATENIGHTMENTION-25DEC23-TICK|KXLATENIGHTMENTION-25DEC23-SPON|KXLATENIGHTMENTION-25OCT22-AMER
Sports > Basketball > NBA,KXNBASTL,1-3h,96-98¢,6,3,3,50.0,-47.33,-284.0,no,KXNBASTL-26FEB11PORMIN-MINAEDWARDS5-2|KXNBASTL-26FEB11ATLCHA-CHALBALL1-1|KXNBASTL-26FEB10SASLAL-SASVWEMBANYAMA1-2|KXNBASTL-26FEB09DETCHA-CHAMBRIDGES0-2|KXNBASTL-26FEB09OKCLAL-LALAREAVES15-2
Sports > Soccer > Bundesliga,KXBUNDESLIGATOTAL,0-1h,93-95¢,19,15,4,78.9,-15.0,-285.0,no,KXBUNDESLIGATOTAL-26FEB07STPVFB-3|KXBUNDESLIGATOTAL-26FEB07WOBBVB-2|KXBUNDESLIGATOTAL-26JAN31FCASTP-2|KXBUNDESLIGATOTAL-26JAN31RBLM05-2|KXBUNDESLIGATOTAL-26JAN31SGELEV-2
Sports > Hockey > NHL,KXNHLGOAL,3-6h,96-98¢,6,3,3,50.0,-47.5,-285.0,no,KXNHLGOAL-26FEB05FLATB-TBBHAGEL38|KXNHLGOAL-26FEB05NYINJ-NYIMSCHAEFER48|KXNHLGOAL-26FEB04SEALA-SEAETOLVANEN20|KXNHLGOAL-26FEB04SEALA-LAAKUZMENKO96|KXNHLGOAL-26FEB04STLDAL-DALRHINTZ24
Sports > Soccer > La Liga,KXLALIGATOTAL,0-1h,90-92¢,34,28,6,82.4,-8.41,-286.0,no,KXLALIGATOTAL-26FEB09VILESP-4|KXLALIGATOTAL-26FEB09VILESP-2|KXLALIGATOTAL-26FEB08ALAGET-1|KXLALIGATOTAL-26FEB08ATHLEV-4|KXLALIGATOTAL-26FEB07BARMAL-2
Entertainment > Music charts,KXSPOTIFYD,24h+,96-98¢,5,2,3,40.0,-57.6,-288.0,no,KXSPOTIFYD-26FEB09-DTM|KXSPOTIFYD-26FEB06-DTM|KXSPOTIFYD-26FEB05-THE|KXSPOTIFYD-26FEB05-MAN|KXSPOTIFYD-26FEB05-CHO
Sports > Football > NCAA Football,KXNCAAFSPREAD,3-6h,90-92¢,12,8,4,66.7,-24.08,-289.0,no,KXNCAAFSPREAD-26JAN02ARIZSMU-SMU9|KXNCAAFSPREAD-26JAN02ARIZSMU-SMU7|KXNCAAFSPREAD-26JAN02ARIZSMU-SMU6|KXNCAAFSPREAD-26JAN02ARIZSMU-SMU3|KXNCAAFSPREAD-26JAN02ARIZSMU-SMU2
Entertainment > Other,KXTOPALBUM,24h+,96-98¢,4,1,3,25.0,-72.25,-289.0,no,KXTOPALBUM-26FEB07-IMT|KXTOPALBUM-25DEC06-DOI|KXTOPALBUM-25DEC06-LUX|KXTOPALBUM-25DEC06-IMT
Economics > Employment & Fed,KXADP,12-24h,96-98¢,3,0,3,0.0,-96.67,-290.0,no,KXADP-25DEC-T75000|KXADP-25DEC-T50000|KXADP-25DEC-T125000
Sports > Tennis > ATP,KXATPEXACTMATCH,1-3h,96-98¢,4,1,3,25.0,-72.5,-290.0,no,KXATPEXACTMATCH-26JAN26ZVETIE-ZVE30|KXATPEXACTMATCH-26JAN24MUSFRI-FRI30|KXATPEXACTMATCH-26JAN24ALCPAU-ALC31|KXATPEXACTMATCH-26JAN22SHEVAC-SHE30
Mentions > Mentions,KXCONGRESSMENTION,12-24h,90-92¢,43,36,7,83.7,-6.77,-291.0,no,KXCONGRESSMENTION-26FEB13-WHIS|KXCONGRESSMENTION-26FEB13-TRUM|KXCONGRESSMENTION-26FEB13-SHIR|KXCONGRESSMENTION-26FEB13-IMMI|KXCONGRESSMENTION-26FEB13-AI
Sports > Tennis > ATP,KXATPTOTALSETS,1-3h,96-98¢,4,1,3,25.0,-72.75,-291.0,no,KXATPTOTALSETS-26JAN29ALCZVE-5|KXATPTOTALSETS-26JAN26ALCDE-4|KXATPTOTALSETS-26JAN24MUSFRI-4|KXATPTOTALSETS-26JAN24DARSIN-4
Mentions > Mentions,KXSNLMENTION,6-12h,96-98¢,4,1,3,25.0,-72.75,-291.0,no,KXSNLMENTION-25NOV09-SHUT|KXSNLMENTION-25OCT11-NEWY|KXSNLMENTION-25OCT11-COME|KXSNLMENTION-25OCT04-SURP
Sports > Football > NFL,KXNFLPASSYDS,0-1h,90-92¢,21,16,5,76.2,-14.1,-296.0,no,KXNFLPASSYDS-26FEB08SEANE-NEDMAYE10-275|KXNFLPASSYDS-26FEB08SEANE-NEDMAYE10-250|KXNFLPASSYDS-26FEB08SEANE-NEDMAYE10-226|KXNFLPASSYDS-26FEB08SEANE-NEDMAYE10-225|KXNFLPASSYDS-26JAN25LASEA-SEASDARNOLD14-350
Sports > Soccer > Serie A,KXSERIEATOTAL,1-3h,93-95¢,16,12,4,75.0,-18.5,-296.0,no,KXSERIEATOTAL-26FEB09ATACRE-2|KXSERIEATOTAL-26FEB09ATACRE-1|KXSERIEATOTAL-26FEB03BFCACM-2|KXSERIEATOTAL-26FEB03BFCACM-1|KXSERIEATOTAL-26JAN31CAGVER-1
Sports > Hockey > NHL,KXNHLGAME,0-1h,93-95¢,17,13,4,76.5,-17.53,-298.0,no,KXNHLGAME-26FEB04MINNSH-MIN|KXNHLGAME-26FEB03BUFTB-BUF|KXNHLGAME-26FEB03PITNYI-NYI|KXNHLGAME-26FEB03OTTCAR-CAR|KXNHLGAME-26FEB02MTLMIN-MIN
Entertainment > Music charts,KXBILLBOARDRUNNERUPSONG,24h+,90-92¢,11,7,4,63.6,-27.36,-301.0,no,KXBILLBOARDRUNNERUPSONG-26FEB14-MAN|KXBILLBOARDRUNNERUPSONG-26JAN24-IJU|KXBILLBOARDRUNNERUPSONG-26JAN10-GOL|KXBILLBOARDRUNNERUPSONG-26JAN03-ROC|KXBILLBOARDRUNNERUPSONG-25DEC20-ROC
Sports > Other Sports,KXCBAGAME,1-3h,90-92¢,41,34,7,82.9,-7.34,-301.0,no,KXCBAGAME-26FEB03SHADGST-SHAD|KXCBAGAME-26FEB03FSTBED-BED|KXCBAGAME-26FEB02SHATIA-TIA|KXCBAGAME-26FEB01QINBED-QIN|KXCBAGAME-26JAN31ZGBZHE-ZHE
Mentions > Mentions,KXHOCHULMENTION,1-3h,90-92¢,32,26,6,81.2,-9.44,-302.0,no,KXHOCHULMENTION-26FEB12-SAFE|KXHOCHULMENTION-26FEB12-BUFF|KXHOCHULMENTION-26FEB10-WARR|KXHOCHULMENTION-26FEB10-TRUM|KXHOCHULMENTION-26FEB10-MINN
Sports > Football > NFL,KXNFLTEAMTOTAL,3-6h,90-92¢,20,15,5,75.0,-15.1,-302.0,no,KXNFLTEAMTOTAL-26FEB08SEANE-SEA25|KXNFLTEAMTOTAL-26FEB08SEANE-SEA16|KXNFLTEAMTOTAL-26JAN25LASEA-SEA29|KXNFLTEAMTOTAL-26JAN25LASEA-SEA23|KXNFLTEAMTOTAL-26JAN25LASEA-SEA17
Climate and Weather > Temperature,KXHIGHTLV,6-12h,93-95¢,15,11,4,73.3,-20.27,-304.0,no,KXHIGHTLV-26FEB09-B71.5|KXHIGHTLV-26FEB08-B73.5|KXHIGHTLV-26JAN31-B70.5|KXHIGHTLV-26JAN31-B68.5|KXHIGHTLV-26JAN30-B67.5
Sports > Soccer > Bundesliga,KXBUNDESLIGAGAME,0-1h,90-92¢,50,42,8,84.0,-6.22,-311.0,no,KXBUNDESLIGAGAME-26FEB08KOERBL-RBL|KXBUNDESLIGAGAME-26FEB07FCHHSV-HSV|KXBUNDESLIGAGAME-26FEB07BMGLEV-TIE|KXBUNDESLIGAGAME-26FEB07WOBBVB-BVB|KXBUNDESLIGAGAME-26FEB07SCFSVW-SCF
Sports > Esports > Dota 2,KXDOTA2GAME,1-3h,93-95¢,15,11,4,73.3,-21.0,-315.0,no,KXDOTA2GAME-26FEB08GLLIQUID-LIQUID|KXDOTA2GAME-26FEB06RNXHEROIC-HEROIC|KXDOTA2GAME-26FEB05HEROICNAVI-HEROIC|KXDOTA2GAME-26FEB05RNXHEROIC-HEROIC|KXDOTA2GAME-26FEB04TSHEROIC-HEROIC
Climate and Weather > Precipitation,KXRAINNYCM,24h+,93-95¢,30,25,5,83.3,-10.6,-318.0,no,KXRAINNYCM-25DEC-1|KXRAINNYCM-25NOV-2|KXRAINNYCM-25OCT-3|KXRAINNYCM-25OCT-2|KXRAINNYCM-25SEP-3
Sports > Soccer > Serie A,KXSERIEAGAME,0-1h,90-92¢,49,41,8,83.7,-6.51,-319.0,no,KXSERIEAGAME-26FEB09ROMCAG-ROM|KXSERIEAGAME-26FEB08LECUDI-LEC|KXSERIEAGAME-26FEB08BFCPAR-PAR|KXSERIEAGAME-26FEB08JUVLAZ-TIE|KXSERIEAGAME-26FEB08JUVLAZ-LAZ
Sports > Soccer > Copa del Rey,KXCOPADELREYGAME,1-3h,90-92¢,8,4,4,50.0,-40.25,-322.0,no,KXCOPADELREYGAME-26FEB03ALBBAR-BAR|KXCOPADELREYGAME-26JAN13RSOOSA-TIE|KXCOPADELREYGAME-26JAN13RSOOSA-OSA|KXCOPADELREYGAME-25DEC18MURRBB-RBB|KXCOPADELREYGAME-25DEC18OURATH-TIE
