timestamp,event_name,league,game_id,market_type,outcome_name,implied_prob,clob_buy_price,clob_sell_price,spread,best_bid,best_ask,volume,liquidity,game_score,game_period,game_elapsed,token_id,market_id,event_id
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.4248,0-0,1/3,34m,66901301805972690837835663210472560017800511221744693201779718315878633035558,1422705,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.4248,0-0,1/3,34m,96001217984854202001736274483594651757100188869575621478275408346953044865500,1422705,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.4249,0-0,1/3,34m,114707263738037971867182850246667081347769267341935594635497643102432993835734,1422707,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.4249,0-0,1/3,34m,85888631335782567654308331319753510946575841126427827546370208201685607219364,1422707,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.4252,0-0,1/3,34m,36940765882805153408332535524384873703935500527546309935656792666863865799881,1422709,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.4252,0-0,1/3,34m,64106788587995000350545627152408374686163382442625210084578082392430358028089,1422709,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.425,0-0,1/3,34m,62567117358131121905072473418011121849302877330989410455605314508171092115142,1422711,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.425,0-0,1/3,34m,20728244679775999524374554420028706860100852519888769307637948792485546955754,1422711,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.4251,0-0,1/3,34m,23300197955016469308398217128934249069631169321532336587399519854325928946258,1422713,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.4251,0-0,1/3,34m,1349330774813973505212064408576988451184600587282740613306274083984401239189,1422713,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.4249,0-0,1/3,34m,1996875303306526898437534924187140406133047469274371832622400258792583396507,1422706,226398
